stop_id,stop_name,stop_lat,stop_lon,rail_light_daily_trips,rail_subway_daily_trips,bus_daily_trips,rail_commuter_daily_trips,rail_total_daily_trips,prelim_sb79_tier
bus:5431,Robertson / Cashio,34.052074,-118.383942,0,0,23,0,0,ineligible
bus:5432,Robertson / Cattaraugus,34.034696,-118.389193,0,0,23,0,0,ineligible
bus:5434,Robertson / Gregory,34.062812,-118.383374,0,0,23,0,0,ineligible
bus:5435,Robertson / Kincardine,34.033448,-118.389494,0,0,23,0,0,ineligible
bus:5437,Robertson / Sawyer,34.044732,-118.386486,0,0,23,0,0,ineligible
bus:5438,Robertson / 18th,34.046616,-118.385967,0,0,23,0,0,ineligible
bus:5439,Robertson / 24th,34.039525,-118.387902,0,0,23,0,0,ineligible
bus:5441,Robertson / Olympic,34.05966,-118.383449,0,0,23,0,0,ineligible
bus:5442,Robertson / Whitworth,34.057376,-118.383498,0,0,23,0,0,ineligible
bus:5443,Rosemead / Del Mar,34.1426,-118.073178,0,0,50,0,0,tier2
bus:5444,Rosemead / California,34.134931,-118.073082,0,0,81,0,0,tier2
bus:5445,Rosemead / Huntington,34.130779,-118.073003,0,0,81,0,0,tier2
bus:5446,Rosemead / Laurita,34.137277,-118.073108,0,0,81,0,0,tier2
bus:5453,San Fernando / Alameda,34.174395,-118.299603,0,0,62,0,0,tier2
bus:5454,San Fernando / Providencia,34.177295,-118.303584,0,0,62,0,0,tier2
bus:5455,San Fernando / Santa Anita,34.178254,-118.304903,0,0,62,0,0,tier2
bus:5457,San Gabriel / Coleridge,34.131941,-118.093158,0,0,28,0,0,ineligible
bus:5460,San Gabriel / California,34.136034,-118.094233,0,0,28,0,0,ineligible
bus:5461,Calada / Olympic,34.018148,-118.198021,0,0,52,0,0,tier2
bus:5463,San Gabriel / Del Mar,34.142417,-118.094461,0,0,28,0,0,ineligible
bus:5464,San Gabriel / Kinghurst,34.124202,-118.090449,0,0,24,0,0,ineligible
bus:5466,San Gabriel / Morningside,34.144187,-118.094447,0,0,28,0,0,ineligible
bus:5470,San Gabriel / San Pasqual,34.138147,-118.094443,0,0,28,0,0,ineligible
bus:5471,San Gabriel / Shakespeare,34.129941,-118.092309,0,0,28,0,0,ineligible
bus:5472,National / Venice,34.029513,-118.388542,0,0,23,0,0,ineligible
bus:5473,San Pedro / 104th,33.942079,-118.26967,0,0,31,0,0,ineligible
bus:5474,San Pedro / 108th,33.938028,-118.26966,0,0,31,0,0,ineligible
bus:5475,San Pedro / 109th,33.936272,-118.269664,0,0,31,0,0,ineligible
bus:5476,San Pedro / 111th,33.934077,-118.26967,0,0,31,0,0,ineligible
bus:5477,San Pedro / 116th,33.928405,-118.269715,0,0,31,0,0,ineligible
bus:5479,San Pedro / 11th,34.035434,-118.252206,0,0,143,0,0,tier2
bus:5482,San Pedro / 14th,34.03138,-118.255105,0,0,143,0,0,tier2
bus:5483,San Pedro / 21st,34.026064,-118.25862,0,0,146,0,0,tier2
bus:5484,San Pedro / 23rd,34.024239,-118.259783,0,0,146,0,0,tier2
bus:5485,San Pedro / 30th,34.018631,-118.263356,0,0,146,0,0,tier2
bus:5487,San Pedro / 67th,33.978947,-118.269656,0,0,33,0,0,ineligible
bus:5489,San Pedro / 76th,33.971461,-118.269645,0,0,33,0,0,ineligible
bus:5490,San Pedro / 79th,33.967197,-118.269401,0,0,36,0,0,ineligible
bus:5491,San Pedro / 83rd,33.963581,-118.269379,0,0,36,0,0,ineligible
bus:5492,San Pedro / 83rd,33.963883,-118.269618,0,0,33,0,0,ineligible
bus:5493,San Pedro / 88th,33.956216,-118.269656,0,0,31,0,0,ineligible
bus:5495,San Pedro / 92nd,33.953018,-118.269662,0,0,31,0,0,ineligible
bus:5496,San Pedro / 9th,34.037556,-118.250242,0,0,143,0,0,tier2
bus:5497,San Pedro / Adams,34.021768,-118.261363,0,0,146,0,0,tier2
bus:5498,San Pedro / Century,33.945733,-118.269668,0,0,31,0,0,ineligible
bus:5499,San Pedro / Colden,33.948948,-118.269662,0,0,31,0,0,ineligible
bus:5500,San Pedro / Florence,33.97486,-118.269653,0,0,33,0,0,ineligible
bus:5501,Imperial / San Pedro,33.931071,-118.269674,0,0,26,0,0,ineligible
bus:5502,Manchester / San Pedro,33.960247,-118.269827,0,0,74,0,0,tier2
bus:5503,Manchester / San Pedro,33.959996,-118.269167,0,0,72,0,0,tier2
bus:5504,San Pedro / Pico,34.032621,-118.254228,0,0,143,0,0,tier2
bus:5505,Rocketdyne Layover,34.191097,-118.597315,0,0,31,0,0,ineligible
bus:5506,San Pedro / Washington,34.027516,-118.257681,0,0,146,0,0,tier2
bus:5507,Canoga Station,34.190781,-118.597315,0,0,67,0,0,tier2
bus:5509,Jefferson / Beethoven,33.975923,-118.421153,0,0,32,0,0,ineligible
bus:5512,Agoura / Chesebro,34.140569,-118.739329,0,0,17,0,0,ineligible
bus:5514,Magnolia / Kester,34.164998,-118.457104,0,0,18,0,0,ineligible
bus:5518,Santa Anita / Bonita,34.138131,-118.031222,0,0,25,0,0,ineligible
bus:5519,Santa Anita / Diamond,34.135919,-118.031191,0,0,25,0,0,ineligible
bus:5520,Santa Anita / Camino Real,34.122075,-118.030928,0,0,25,0,0,ineligible
bus:5521,Santa Anita / Duarte,34.129785,-118.03108,0,0,25,0,0,ineligible
bus:5524,Santa Anita / Longden,34.114433,-118.03079,0,0,25,0,0,ineligible
bus:5525,Santa Anita / Palm,34.111584,-118.030729,0,0,25,0,0,ineligible
bus:5526,Santa Anita / Genoa,34.132198,-118.03112,0,0,25,0,0,ineligible
bus:5528,Santa Fe / 15th,34.020964,-118.230003,0,0,127,0,0,tier2
bus:5530,Santa Fe / 25th,34.015099,-118.230181,0,0,127,0,0,tier2
bus:5531,Santa Fe / 27th,34.01269,-118.230148,0,0,127,0,0,tier2
bus:5532,Santa Fe / 30th,34.009843,-118.230118,0,0,127,0,0,tier2
bus:5533,Santa Fe / 38th,34.007892,-118.230099,0,0,127,0,0,tier2
bus:5534,Santa Fe / 8th,34.029452,-118.229789,0,0,127,0,0,tier2
bus:5536,Santa Fe / Harcourt,33.867092,-118.212518,0,0,13,0,0,ineligible
bus:5537,Santa Fe / Olympic,34.025943,-118.229756,0,0,127,0,0,tier2
bus:5538,Wilshire / Union,34.055144,-118.26993,0,0,104,0,0,tier2
bus:5539,Santa Fe / RR-Xing,33.871912,-118.213795,0,0,13,0,0,ineligible
bus:5541,Santa Fe / Violet,34.032851,-118.229844,0,0,127,0,0,tier2
bus:5543,Sepulveda Westway / La Tijera,33.957976,-118.3981,0,0,84,0,0,tier2
bus:5546,Bonnie / Colorado,34.14572,-118.115714,0,0,81,0,0,tier2
bus:5550,Santa Anita / Ramona,34.072174,-118.042348,0,0,143,0,0,tier2
bus:5551,Fletcher / Avenue 32,34.116487,-118.243321,0,0,35,0,0,ineligible
bus:5552,Westchester / Sepulveda,33.954519,-118.39588,0,0,18,0,0,ineligible
bus:5557,Fletcher / Avenue 32,34.116503,-118.243681,0,0,34,0,0,ineligible
bus:5558,Soto / 26th,34.0146,-118.219756,0,0,97,0,0,tier2
bus:5559,Soto / Bandini,34.008719,-118.219559,0,0,97,0,0,tier2
bus:5560,Soto / 46th,34.00174,-118.219468,0,0,97,0,0,tier2
bus:5562,Soto / 54th,33.9935,-118.219265,0,0,97,0,0,tier2
bus:5563,6th / Santa Monica,34.018315,-118.493528,0,0,136,0,0,tier2
bus:5564,Soto / 6th,34.03728,-118.21368,0,0,100,0,0,tier2
bus:5565,Soto / 7th,34.032114,-118.216894,0,0,97,0,0,tier2
bus:5566,Wilshire / 6th,34.020667,-118.496646,0,0,23,0,0,ineligible
bus:5567,Soto / 8th,34.027782,-118.219312,0,0,97,0,0,tier2
bus:5568,Soto / Olympic,34.024555,-118.21966,0,0,97,0,0,tier2
bus:5569,6th / Locust,33.774073,-118.191185,0,0,85,0,0,tier2
bus:5570,Fletcher / Riverside,34.10597,-118.256332,0,0,35,0,0,ineligible
bus:5572,Colorado / Madison,34.145731,-118.138596,0,0,121,0,0,tier2
bus:5573,Soto / Fruitland,33.996291,-118.219338,0,0,97,0,0,tier2
bus:5575,Soto / Leonis,33.999861,-118.219424,0,0,97,0,0,tier2
bus:5583,Wilshire / Vermont Station,34.062566,-118.290001,0,0,55,0,0,tier2
bus:5584,Magnolia / Noble,34.164737,-118.46155,0,0,113,0,0,tier2
bus:5585,6th / Spring,34.045711,-118.250749,0,0,510,0,0,tier2
bus:5586,Magnolia / Noble,34.164994,-118.462047,0,0,18,0,0,ineligible
bus:5588,Alameda / 6th Layover,34.036923,-118.238629,0,0,296,0,0,tier2
bus:5590,Florence / Locust,33.967772,-118.350462,0,0,190,0,0,tier2
bus:5595,Sunset / Fairview,34.128151,-118.064677,0,0,31,0,0,ineligible
bus:5596,Live Oak / McCulloch,34.106673,-118.035026,0,0,101,0,0,tier2
bus:5597,Susana / Val Verde,33.852253,-118.206664,0,0,13,0,0,ineligible
bus:5598,Susana / Reyes,33.855705,-118.205783,0,0,13,0,0,ineligible
bus:5601,Van Ness / Cullivan,33.935683,-118.317649,0,0,16,0,0,ineligible
bus:5602,Van Ness / Hyde Park,33.984265,-118.317569,0,0,16,0,0,ineligible
bus:5603,Van Ness / 104th,33.94169,-118.317626,0,0,16,0,0,ineligible
bus:5604,Van Ness / 108th,33.938065,-118.317642,0,0,16,0,0,ineligible
bus:5605,Van Ness / 111th,33.933364,-118.317647,0,0,16,0,0,ineligible
bus:5608,Van Ness / 54th,33.993004,-118.317352,0,0,16,0,0,ineligible
bus:5609,Van Ness / 59th,33.987175,-118.317551,0,0,16,0,0,ineligible
bus:5610,Van Ness / Southwest,33.983185,-118.317579,0,0,16,0,0,ineligible
bus:5611,Van Ness / 65th,33.979871,-118.317602,0,0,16,0,0,ineligible
bus:5612,Van Ness / 67th,33.978074,-118.317609,0,0,16,0,0,ineligible
bus:5613,Van Ness / 74th,33.972644,-118.317618,0,0,16,0,0,ineligible
bus:5614,Van Ness / 76th,33.97077,-118.317621,0,0,16,0,0,ineligible
bus:5615,Van Ness / 79th,33.967113,-118.317623,0,0,16,0,0,ineligible
bus:5616,Van Ness / 83rd,33.963928,-118.317628,0,0,16,0,0,ineligible
bus:5617,Van Ness / 90th,33.956196,-118.317608,0,0,16,0,0,ineligible
bus:5618,Van Ness / Arbor Vitae,33.952538,-118.317611,0,0,16,0,0,ineligible
bus:5619,Van Ness / 96th,33.949376,-118.317612,0,0,16,0,0,ineligible
bus:5620,Van Ness / Century,33.945748,-118.317618,0,0,16,0,0,ineligible
bus:5621,Van Ness / Florence,33.97437,-118.317614,0,0,16,0,0,ineligible
bus:5622,Van Ness / Gage,33.981677,-118.317589,0,0,16,0,0,ineligible
bus:5624,Van Ness / Manchester,33.960254,-118.317624,0,0,16,0,0,ineligible
bus:5625,Van Ness / Manchester,33.960254,-118.317861,0,0,16,0,0,ineligible
bus:5626,Foothill / Bledsoe,34.321218,-118.44786,0,0,72,0,0,tier2
bus:5627,Whittier / Rosemead,34.001026,-118.082749,0,0,42,0,0,ineligible
bus:5628,Venice / Abbot Kinney,33.988796,-118.462338,0,0,132,0,0,tier2
bus:5629,Venice / Lincoln,33.994038,-118.452263,0,0,132,0,0,tier2
bus:5630,Venice / Washington,33.987526,-118.464525,0,0,132,0,0,tier2
bus:5633,Burbank / Troost,34.172296,-118.386802,0,0,18,0,0,ineligible
bus:5635,Vermont / Exposition,34.018622,-118.291386,0,0,208,0,0,tier2
bus:5636,Vermont / Francisco,33.850104,-118.290356,0,0,32,0,0,ineligible
bus:5637,Vermont / Leighton,34.013505,-118.291388,0,0,107,0,0,tier2
bus:5638,Vermont / Lomita,33.798038,-118.290636,0,0,32,0,0,ineligible
bus:5641,Venice / Vermont,34.044374,-118.291743,0,0,129,0,0,tier2
bus:5642,Vermont / 103rd,33.943311,-118.291411,0,0,107,0,0,tier2
bus:5643,Vermont / 104th,33.941783,-118.291412,0,0,107,0,0,tier2
bus:5644,Vermont / 108th,33.937983,-118.291415,0,0,107,0,0,tier2
bus:5646,Vermont / 110th,33.935642,-118.291407,0,0,107,0,0,tier2
bus:5647,Vermont / 112th,33.932707,-118.29143,0,0,107,0,0,tier2
bus:5648,Vermont / 11th,34.05064,-118.291458,0,0,107,0,0,tier2
bus:5649,Burbank / Troost,34.172038,-118.386801,0,0,18,0,0,ineligible
bus:5650,Lankershim / Burbank,34.171998,-118.379033,0,0,18,0,0,ineligible
bus:5651,Vermont / 190th,33.858743,-118.290372,0,0,32,0,0,ineligible
bus:5652,Vermont / 1st,34.072631,-118.291515,0,0,107,0,0,tier2
bus:5653,Vermont / 24th,34.034254,-118.291387,0,0,107,0,0,tier2
bus:5655,Vermont / 29th,34.028253,-118.291386,0,0,107,0,0,tier2
bus:5656,Vermont / 36th,34.02229,-118.291382,0,0,126,0,0,tier2
bus:5658,Vermont / 39th,34.015948,-118.29139,0,0,107,0,0,tier2
bus:5659,Vermont / 3rd,34.068866,-118.291495,0,0,107,0,0,tier2
bus:5660,Vermont / 42nd,34.007191,-118.291386,0,0,107,0,0,tier2
bus:5661,Vermont / 46th,34.001926,-118.291381,0,0,107,0,0,tier2
bus:5662,Vermont / 48th,33.99989,-118.291367,0,0,107,0,0,tier2
bus:5663,Vermont / 4th,34.06719,-118.291489,0,0,107,0,0,tier2
bus:5664,Vermont / 51st,33.996276,-118.291354,0,0,107,0,0,tier2
bus:5665,Vermont / 54th,33.993105,-118.291333,0,0,107,0,0,tier2
bus:5666,Vermont / 56th,33.991278,-118.29132,0,0,107,0,0,tier2
bus:5668,Vermont / 60th,33.985733,-118.291311,0,0,107,0,0,tier2
bus:5669,Vermont / 66th,33.979434,-118.291464,0,0,107,0,0,tier2
bus:5673,Vermont / 76th,33.970979,-118.291467,0,0,107,0,0,tier2
bus:5674,Vermont / 79th,33.96811,-118.291477,0,0,107,0,0,tier2
bus:5675,Vermont / 7th,34.060054,-118.291474,0,0,107,0,0,tier2
bus:5676,Vermont / 81st,33.965703,-118.291489,0,0,107,0,0,tier2
bus:5678,Vermont / 88th,33.958223,-118.291535,0,0,107,0,0,tier2
bus:5679,Vermont / 8th,34.057625,-118.291472,0,0,189,0,0,tier2
bus:5680,Vermont / 90th,33.954852,-118.291382,0,0,107,0,0,tier2
bus:5681,Vermont / 92nd,33.952662,-118.291387,0,0,107,0,0,tier2
bus:5682,Burbank / Whitsett,34.172024,-118.404869,0,0,18,0,0,ineligible
bus:5683,Vermont / 94th,33.951242,-118.291392,0,0,107,0,0,tier2
bus:5685,Vermont / James M Wood,34.055776,-118.291466,0,0,107,0,0,tier2
bus:5686,Vermont / Adams,34.033045,-118.291383,0,0,189,0,0,tier2
bus:5689,Vermont / Colden,33.948917,-118.291401,0,0,107,0,0,tier2
bus:5690,Vermont / Florence,33.975181,-118.291446,0,0,189,0,0,tier2
bus:5691,Vermont / Gage,33.982438,-118.291316,0,0,107,0,0,tier2
bus:5692,Vermont / Imperial,33.930786,-118.29143,0,0,107,0,0,tier2
bus:5694,Vermont / Manchester,33.960306,-118.291513,0,0,82,0,0,tier2
bus:5695,Vermont / Olympic,34.052324,-118.29145,0,0,189,0,0,tier2
bus:5697,Vermont / Sepulveda,33.810415,-118.290179,0,0,32,0,0,ineligible
bus:5699,Vermont / Torrance,33.841903,-118.28987,0,0,32,0,0,ineligible
bus:5702,Vermont / Wilshire,34.062079,-118.291474,0,0,189,0,0,tier2
bus:5708,Western / Exposition,34.017987,-118.309045,0,0,159,0,0,tier2
bus:5710,Western / Santa Monica Fwy,34.037509,-118.308827,0,0,139,0,0,tier2
bus:5713,Western / Venice,34.04409,-118.308861,0,0,139,0,0,tier2
bus:5714,Western / 104th,33.94171,-118.308859,0,0,139,0,0,tier2
bus:5717,Western / 108th,33.937937,-118.308868,0,0,139,0,0,tier2
bus:5718,Western / 110th,33.935079,-118.308861,0,0,139,0,0,tier2
bus:5720,Western / 11th,34.050701,-118.308889,0,0,139,0,0,tier2
bus:5721,Western / 1st,34.073574,-118.308973,0,0,191,0,0,tier2
bus:5723,Western / 29th,34.028122,-118.308766,0,0,139,0,0,tier2
bus:5724,Western / 2nd,34.071021,-118.308964,0,0,191,0,0,tier2
bus:5725,Western / 36th,34.021753,-118.308735,0,0,139,0,0,tier2
bus:5726,3rd / La Verne,34.033522,-118.159141,0,0,52,0,0,tier2
bus:5727,Western / 38th,34.016812,-118.30874,0,0,157,0,0,tier2
bus:5728,Western / 39th,34.014473,-118.308748,0,0,157,0,0,tier2
bus:5729,Western / 3rd,34.068631,-118.308951,0,0,191,0,0,tier2
bus:5730,Western / 42nd,34.007142,-118.308754,0,0,139,0,0,tier2
bus:5731,Western / 48th,33.999945,-118.308761,0,0,139,0,0,tier2
bus:5733,Western / 51st,33.995851,-118.308769,0,0,139,0,0,tier2
bus:5734,Western / 54th,33.993532,-118.308777,0,0,139,0,0,tier2
bus:5739,Western / 5th,34.065633,-118.30894,0,0,191,0,0,tier2
bus:5740,Western / 60th,33.985764,-118.308791,0,0,139,0,0,tier2
bus:5742,Western / 67th,33.978369,-118.3088,0,0,139,0,0,tier2
bus:5743,Western / 69th,33.976866,-118.308807,0,0,139,0,0,tier2
bus:5744,Glenoaks / Central,34.159204,-118.257507,0,0,54,0,0,tier2
bus:5745,Reseda / Roscoe,34.221004,-118.536238,0,0,102,0,0,tier2
bus:5746,Western / 76th,33.97079,-118.308818,0,0,139,0,0,tier2
bus:5747,Western / 79th,33.967174,-118.308824,0,0,139,0,0,tier2
bus:5748,Western / 7th,34.05956,-118.308915,0,0,139,0,0,tier2
bus:5749,Western / 83rd,33.96394,-118.308829,0,0,139,0,0,tier2
bus:5750,Western / 89th,33.95621,-118.30884,0,0,139,0,0,tier2
bus:5751,Western / 8th,34.057521,-118.308914,0,0,139,0,0,tier2
bus:5752,Western / 92nd,33.952583,-118.308837,0,0,139,0,0,tier2
bus:5753,Western / 96th,33.948541,-118.308848,0,0,139,0,0,tier2
bus:5754,Slauson / Ruthelen,33.98927,-118.312763,0,0,93,0,0,tier2
bus:5755,Western / 9th,34.055732,-118.308914,0,0,139,0,0,tier2
bus:5756,Western / Adams,34.032516,-118.308805,0,0,139,0,0,tier2
bus:5759,Western / Century,33.945612,-118.308834,0,0,139,0,0,tier2
bus:5760,Western / Florence,33.97494,-118.30881,0,0,139,0,0,tier2
bus:5762,Western / Gage,33.982246,-118.308794,0,0,139,0,0,tier2
bus:5763,Imperial / Western,33.930853,-118.308714,0,0,26,0,0,ineligible
bus:5765,Rowena / Hyperion,34.109028,-118.271184,0,0,35,0,0,ineligible
bus:5766,Rowena / Hyperion,34.109215,-118.271087,0,0,34,0,0,ineligible
bus:5767,Western / Jefferson,34.025349,-118.308745,0,0,139,0,0,tier2
bus:5768,1st / Pine,33.768144,-118.192132,0,0,10,0,0,ineligible
bus:5769,Western / Manchester,33.959667,-118.308823,0,0,139,0,0,tier2
bus:5771,Wilshire / 23rd,34.033341,-118.480987,0,0,23,0,0,ineligible
bus:5772,Wilshire / 23rd,34.033441,-118.480415,0,0,28,0,0,ineligible
bus:5774,Western / Washington,34.039729,-118.308838,0,0,139,0,0,tier2
bus:5775,Western / Wilshire,34.062058,-118.308924,0,0,453,0,0,tier2
bus:5777,Wilshire / 14th,34.026791,-118.488659,0,0,126,0,0,tier2
bus:5778,Weymouth / 7th,33.737795,-118.309566,0,0,34,0,0,ineligible
bus:5779,7th / Walker,33.737852,-118.303025,0,0,34,0,0,ineligible
bus:5780,Weymouth / 9th,33.736393,-118.309574,0,0,34,0,0,ineligible
bus:5781,Willowbrook / 121st,33.922069,-118.234086,0,0,13,0,0,ineligible
bus:5782,Willowbrook / 124th,33.919686,-118.232827,0,0,13,0,0,ineligible
bus:5783,Westchester / Airport,33.952749,-118.386358,0,0,20,0,0,ineligible
bus:5784,Willowbrook / Cocoa,33.889098,-118.223434,0,0,13,0,0,ineligible
bus:5785,Willowbrook / 130th,33.914232,-118.229977,0,0,13,0,0,ineligible
bus:5786,Willowbrook / El Segundo,33.916043,-118.230921,0,0,13,0,0,ineligible
bus:5788,Willowbrook / Greenleaf,33.881438,-118.222912,0,0,13,0,0,ineligible
bus:5789,Willowbrook / Stockwell,33.911193,-118.228367,0,0,13,0,0,ineligible
bus:5790,Willowbrook / Caldwell,33.884887,-118.223175,0,0,13,0,0,ineligible
bus:5791,Willowbrook / Compton,33.895739,-118.223843,0,0,13,0,0,ineligible
bus:5794,Slauson / Paramount,33.973657,-118.113035,0,0,52,0,0,tier2
bus:5795,Wilmington / 119th,33.925148,-118.238904,0,0,142,0,0,tier2
bus:5802,Slauson / Rosemead,33.971204,-118.10525,0,0,52,0,0,tier2
bus:5803,The Shops At Santa Anita,34.132873,-118.050514,0,0,54,0,0,tier2
bus:5804,San Antonio / Firestone,33.909313,-118.075904,0,0,28,0,0,ineligible
bus:5805,San Antonio / Foster,33.907601,-118.077155,0,0,28,0,0,ineligible
bus:5807,San Antonio / Orange,33.904139,-118.080724,0,0,28,0,0,ineligible
bus:5810,Sepulveda / Skirball Center,34.124887,-118.478287,0,0,69,0,0,tier2
bus:5811,San Fernando / Sheldon,34.239271,-118.393521,0,0,105,0,0,tier2
bus:5812,San Fernando Mission / Celis,34.283587,-118.443983,0,0,56,0,0,tier2
bus:5814,San Fernando Mission / Hollister,34.282081,-118.445594,0,0,62,0,0,tier2
bus:5815,San Fernando Mission / Kewen,34.281139,-118.446887,0,0,62,0,0,tier2
bus:5816,Passons / Slauson,33.967932,-118.097597,0,0,112,0,0,tier2
bus:5818,San Fernando / Allen,34.171602,-118.295771,0,0,62,0,0,tier2
bus:5820,San Fernando / Arvilla,34.210228,-118.356251,0,0,54,0,0,tier2
bus:5821,San Fernando / Astoria,34.296317,-118.455252,0,0,37,0,0,ineligible
bus:5822,Santa Monica / Edgemont,34.09099,-118.296224,0,0,135,0,0,tier2
bus:5823,San Fernando / Branford,34.248206,-118.402961,0,0,105,0,0,tier2
bus:5824,San Fernando / Cobalt,34.307099,-118.469216,0,0,37,0,0,ineligible
bus:5825,San Fernando / Del Sur,34.277049,-118.433505,0,0,105,0,0,tier2
bus:5826,San Fernando / Desmond,34.274441,-118.430737,0,0,105,0,0,tier2
bus:5827,San Fernando / El Casco,34.303378,-118.4644,0,0,37,0,0,ineligible
bus:5828,San Fernando / Doran,34.152935,-118.275133,0,0,67,0,0,tier2
bus:5829,San Fernando / Filmore,34.269045,-118.42502,0,0,105,0,0,tier2
bus:5830,San Fernando / Grandview,34.161755,-118.282712,0,0,67,0,0,tier2
bus:5832,San Fernando / Kagel Canyon,34.257138,-118.412397,0,0,105,0,0,tier2
bus:5833,San Fernando / Lakeside,34.301004,-118.461337,0,0,37,0,0,ineligible
bus:5834,San Fernando / Lankershim,34.233437,-118.38734,0,0,35,0,0,ineligible
bus:5835,San Fernando / Magnolia,34.130665,-118.260831,0,0,77,0,0,tier2
bus:5836,San Fernando / Montague,34.251185,-118.406093,0,0,105,0,0,tier2
bus:5837,Sun Valley Metrolink Station,34.22175,-118.372681,0,0,35,0,0,ineligible
bus:5838,San Fernando / Osborne,34.254142,-118.409231,0,0,105,0,0,tier2
bus:5842,San Fernando / Penrose,34.224811,-118.3772,0,0,35,0,0,ineligible
bus:5843,San Fernando / Pierce,34.263101,-118.418711,0,0,105,0,0,tier2
bus:5844,San Fernando / Polk,34.299142,-118.458936,0,0,37,0,0,ineligible
bus:5846,San Fernando / Rosedale,34.16415,-118.285536,0,0,62,0,0,tier2
bus:5848,San Fernando / Roxford,34.309995,-118.472961,0,0,37,0,0,ineligible
bus:5849,San Fernando / Brand,34.123723,-118.25469,0,0,139,0,0,tier2
bus:5851,San Fernando / Sonora,34.165966,-118.288029,0,0,62,0,0,tier2
bus:5852,San Fernando / Clybourn,34.216216,-118.364506,0,0,52,0,0,tier2
bus:5853,San Fernando / Sunland,34.219102,-118.368782,0,0,35,0,0,ineligible
bus:5854,San Fernando / Terra Bella,34.260117,-118.415549,0,0,105,0,0,tier2
bus:5856,San Fernando / Truesdale,34.242261,-118.396639,0,0,105,0,0,tier2
bus:5857,San Fernando / Tuxford,34.227361,-118.380689,0,0,35,0,0,ineligible
bus:5858,Ventura / Fruitland,34.138796,-118.365583,0,0,18,0,0,ineligible
bus:5859,San Fernando / Van Nuys,34.266378,-118.42219,0,0,165,0,0,tier2
bus:5861,San Fernando / California,34.149914,-118.273242,0,0,62,0,0,tier2
bus:5862,San Fernando / Chevy Chase,34.133267,-118.2622,0,0,77,0,0,tier2
bus:5864,San Fernando / Cerritos,34.125815,-118.256827,0,0,77,0,0,tier2
bus:5865,San Fernando / Los Feliz,34.128613,-118.259255,0,0,77,0,0,tier2
bus:5866,Westchester / Airport,33.952545,-118.386359,0,0,18,0,0,ineligible
bus:5867,San Fernando / Western,34.168789,-118.291906,0,0,62,0,0,tier2
bus:5868,San Fernando / Wicks,34.23628,-118.390354,0,0,105,0,0,tier2
bus:5869,Long Beach / 10th,33.779252,-118.189514,0,0,51,0,0,tier2
bus:5871,San Gabriel / Rose,34.121816,-118.091131,0,0,28,0,0,ineligible
bus:5872,Wilshire / 17th,34.0291,-118.486247,0,0,23,0,0,ineligible
bus:5874,Venice / Harvard,34.043472,-118.304186,0,0,132,0,0,tier2
bus:5876,Olympic / Mateo,34.026162,-118.232412,0,0,91,0,0,tier2
bus:5877,San Gabriel / Rose,34.121715,-118.091448,0,0,24,0,0,ineligible
bus:5878,Compton / 118th,33.925795,-118.246139,0,0,186,0,0,tier2
bus:5879,Historic Broadway Layover,34.051883,-118.246961,0,0,94,0,0,tier2
bus:5881,San Pedro / 79th,33.968024,-118.269634,0,0,33,0,0,ineligible
bus:5883,San Pedro / 16th,34.030081,-118.255996,0,0,143,0,0,tier2
bus:5886,San Vicente / Cynthia,34.086964,-118.385509,0,0,81,0,0,tier2
bus:5895,Sepulveda / Exposition,34.03573,-118.43443,0,0,69,0,0,tier2
bus:5896,Eastern / Harbor,34.003874,-118.159061,0,0,77,0,0,tier2
bus:5897,Commerce / Jillson,34.000127,-118.155594,0,0,36,0,0,ineligible
bus:5898,San Vicente / Gracie Allen,34.074827,-118.37839,0,0,151,0,0,tier2
bus:5909,San Vicente / Carrillo Layover,34.061077,-118.367703,0,0,71,0,0,tier2
bus:5911,Broadway / 2nd,34.052206,-118.246653,0,0,182,0,0,tier2
bus:5913,Central / 108th,33.938132,-118.254309,0,0,88,0,0,tier2
bus:5917,Santa Monica / Avenue Of The Stars,34.06154,-118.417966,0,0,214,0,0,tier2
bus:5918,Santa Monica / Century Park East,34.063159,-118.4156,0,0,141,0,0,tier2
bus:5919,Central / Victoria,33.86723,-118.24879,0,0,54,0,0,tier2
bus:5924,Central / 120th,33.923256,-118.254166,0,0,51,0,0,tier2
bus:5925,Central / 120th,33.923179,-118.254478,0,0,51,0,0,tier2
bus:5926,Victory / Chandler,34.180337,-118.319936,0,0,59,0,0,tier2
bus:5927,Victory / Chandler,34.181141,-118.319994,0,0,62,0,0,tier2
bus:5928,Slauson / Paramount,33.973442,-118.113232,0,0,60,0,0,tier2
bus:5929,Slauson / Rosemead,33.970965,-118.105367,0,0,60,0,0,tier2
bus:5931,Santa Ana / Atlantic,33.960801,-118.186002,0,0,17,0,0,ineligible
bus:5932,Santa Ana / California,33.962741,-118.204447,0,0,17,0,0,ineligible
bus:5933,Santa Ana / Cypress,33.963922,-118.215774,0,0,17,0,0,ineligible
bus:5934,Santa Ana / Mountain View,33.964306,-118.219212,0,0,17,0,0,ineligible
bus:5935,Santa Ana / Otis,33.961732,-118.194865,0,0,17,0,0,ineligible
bus:5936,Wilshire / Whittier,34.066968,-118.414471,0,0,95,0,0,tier2
bus:5937,Santa Ana / San Gabriel,33.962365,-118.200927,0,0,17,0,0,ineligible
